Resume Preview,Java Developer_0,Java Developer_1,Java Developer_2,DevOps Engineer_3,DevOps Engineer_4,DevOps Engineer_5,Python Developer_6,Python Developer_7,Python Developer_8,Operations Manager_9,Operations Manager_10,Operations Manager_11,Network Security Engineer_12,Network Security Engineer_13,Network Security Engineer_14,Testing_15,Testing_16,Testing_17,Civil Engineer_18,Civil Engineer_19,Civil Engineer_20,Automation Testing_21,Automation Testing_22,Automation Testing_23,Business Analyst_24,Business Analyst_25,Business Analyst_26,Advocate_27,Advocate_28,Advocate_29,Blockchain_30,Blockchain_31,Blockchain_32,Mechanical Engineer_33,Mechanical Engineer_34,Mechanical Engineer_35,SAP Developer_36,SAP Developer_37,SAP Developer_38,Health and fitness_39,Health and fitness_40,Health and fitness_41,Sales_42,Sales_43,Sales_44,Database_45,Database_46,Database_47,Data Science_48,Data Science_49,Data Science_50,Electrical Engineering_51,Electrical Engineering_52,Electrical Engineering_53,Web Designing_54,Web Designing_55,Web Designing_56,DotNet Developer_57,DotNet Developer_58,DotNet Developer_59,Hadoop_60,Hadoop_61,Hadoop_62,PMO_63,PMO_64,PMO_65,HR_66,HR_67,HR_68,Arts_69,Arts_70,Arts_71,ETL Developer_72,ETL Developer_73,ETL Developer_74
"TECHNICAL EXPERTISE â¢ DB Languages: SQL â¢ Database Tools: SQL Server 2014/ 2017 Postgresql 9.5, ...",0.4706,0.4184,0.4708,0.3525,0.4058,0.3191,0.384,0.393,0.4118,0.5006,0.4738,0.462,0.4191,0.4116,0.4083,0.4373,0.4262,0.4136,0.4301,0.4115,0.4067,0.424,0.4272,0.4079,0.3754,0.3958,0.3621,0.4386,0.4368,0.4088,0.4232,0.4154,0.4076,0.3881,0.3952,0.3871,0.4948,0.4882,0.4925,0.3925,0.4006,0.3728,0.4413,0.4666,0.4564,0.581,0.5759,0.544,0.5473,0.5639,0.5068,0.4223,0.4028,0.3853,0.41,0.4227,0.4153,0.4505,0.4572,0.4474,0.3876,0.3936,0.3657,0.467,0.4818,0.4579,0.4681,0.4713,0.4594,0.4424,0.4555,0.4113,0.4249,0.4077,0.368
Technical Expertise Operating Systems Microsoft Window Server 2003/2008/2008 R2/2012 Database Techno...,0.5722,0.4703,0.5005,0.497,0.496,0.4457,0.4568,0.5064,0.4431,0.612,0.6053,0.576,0.5107,0.5106,0.511,0.5152,0.4985,0.4886,0.5061,0.4867,0.5054,0.5139,0.5157,0.5011,0.4592,0.451,0.4348,0.4889,0.4953,0.449,0.4952,0.5038,0.4995,0.4711,0.4803,0.4767,0.5541,0.5463,0.5439,0.4635,0.4654,0.4678,0.5112,0.5273,0.5179,0.651,0.6424,0.615,0.5798,0.5859,0.5145,0.4615,0.4579,0.4369,0.5208,0.5341,0.511,0.5655,0.5568,0.5607,0.5012,0.5026,0.4769,0.5278,0.534,0.5215,0.5689,0.5509,0.5349,0.5197,0.4993,0.4963,0.4558,0.4563,0.4089
"TECHNICAL SKILLS Operating Systems MS Windows Server 2012/2008/XP Software and Tools MS LiteSpeed, I...",0.5135,0.4386,0.4649,0.4864,0.5003,0.4136,0.3926,0.4912,0.4142,0.5513,0.5549,0.5453,0.502,0.5133,0.511,0.5327,0.518,0.5188,0.468,0.4843,0.4776,0.53,0.5451,0.5298,0.469,0.4772,0.4608,0.4882,0.4829,0.4585,0.4412,0.444,0.4471,0.4601,0.4843,0.4735,0.5265,0.5115,0.5067,0.4769,0.4809,0.4827,0.5276,0.5113,0.5155,0.59,0.5849,0.5959,0.5538,0.5524,0.5137,0.452,0.4591,0.4249,0.512,0.5159,0.5054,0.576,0.5627,0.5604,0.4498,0.4541,0.4484,0.5159,0.5213,0.5044,0.5441,0.5375,0.5164,0.5025,0.4903,0.485,0.467,0.4602,0.4256
"SKILLSET Oracle DBA, MySQL, MARIADB, PostgreSQL Database Administration ITSKILLS SQL Oracle 10g, 11g...",0.573,0.436,0.5188,0.4138,0.4341,0.3624,0.4607,0.4349,0.4355,0.4905,0.4957,0.4843,0.393,0.3978,0.4012,0.4708,0.4617,0.4552,0.4015,0.394,0.4125,0.4338,0.4262,0.429,0.3851,0.3932,0.3749,0.4302,0.4304,0.4032,0.4343,0.4363,0.4324,0.4062,0.4037,0.4148,0.472,0.4807,0.4669,0.39,0.3949,0.3878,0.4336,0.4427,0.4366,0.5791,0.5729,0.564,0.5296,0.5223,0.4897,0.4199,0.3987,0.3943,0.4311,0.4384,0.4215,0.4261,0.437,0.4206,0.4394,0.4423,0.4169,0.4633,0.4756,0.4437,0.4823,0.4803,0.4426,0.4394,0.4362,0.4158,0.4077,0.407,0.3688
"Education Details 
January 2016 BSc.  Mumbai, Maharashtra Mumbai University
January 2013 H.S.C.   ...",0.5,0.3406,0.4362,0.3558,0.3608,0.3115,0.3634,0.3701,0.4007,0.4664,0.4963,0.4932,0.4002,0.4302,0.4258,0.4223,0.4275,0.4239,0.4266,0.4184,0.4596,0.4178,0.4033,0.4125,0.3917,0.3785,0.3809,0.3763,0.3987,0.3775,0.4131,0.4526,0.4532,0.4401,0.4285,0.4498,0.3636,0.3886,0.3791,0.3843,0.3993,0.4298,0.3913,0.4121,0.4119,0.5127,0.5159,0.5126,0.4769,0.4639,0.4584,0.3925,0.4037,0.4163,0.4278,0.4526,0.4259,0.3727,0.3808,0.3804,0.3974,0.4155,0.3791,0.4081,0.4276,0.4287,0.4488,0.4465,0.4107,0.4103,0.3807,0.4139,0.3243,0.3601,0.3399
"TECHNICAL SKILL: Operating System LINUX, Windows Server 2012 R2, Windows 98, Windows 2000/ XP Tools ...",0.4714,0.4336,0.4653,0.4285,0.4318,0.3695,0.367,0.4762,0.4277,0.517,0.5127,0.5001,0.4365,0.4419,0.4444,0.4397,0.4255,0.4206,0.4504,0.4572,0.4585,0.4317,0.444,0.4222,0.3963,0.402,0.3815,0.432,0.4347,0.4013,0.445,0.4411,0.444,0.4442,0.463,0.455,0.4975,0.4839,0.4808,0.421,0.4249,0.4114,0.4575,0.4515,0.4498,0.5378,0.5287,0.5328,0.5691,0.561,0.5269,0.4682,0.4611,0.4409,0.4267,0.4358,0.4222,0.4719,0.4698,0.4576,0.426,0.4326,0.4165,0.4772,0.4891,0.4612,0.4899,0.4777,0.4593,0.4429,0.4472,0.4247,0.4243,0.411,0.3807
"Technical Skills Databases: Oracle RDBMS- 10g, 11g & 12c Technology/utilities: Data Pump, RMAN, Data...",0.5133,0.4488,0.4634,0.437,0.447,0.3825,0.4398,0.4742,0.438,0.5379,0.5116,0.4959,0.4123,0.4009,0.4088,0.4632,0.4435,0.4353,0.4343,0.428,0.4274,0.4424,0.4494,0.4229,0.3639,0.3722,0.3515,0.4092,0.4112,0.3797,0.4421,0.4351,0.4293,0.3995,0.4166,0.4003,0.4931,0.4732,0.4802,0.4044,0.4049,0.3857,0.4427,0.4493,0.4406,0.5932,0.5844,0.5663,0.5629,0.5626,0.5132,0.4167,0.4121,0.3926,0.4098,0.4186,0.4101,0.4795,0.4711,0.47,0.4227,0.4257,0.4058,0.4631,0.473,0.4519,0.4795,0.4709,0.4603,0.425,0.4329,0.4004,0.3942,0.3806,0.3423
"Software Skills: * RDBMS: MS SQL SERVER 2000/2005/2008 & 2012, 2014 * Operating Systems: WINDOWS XP/...",0.4897,0.3733,0.4463,0.3951,0.421,0.3705,0.3858,0.4145,0.3748,0.5365,0.5423,0.5235,0.4617,0.4745,0.4775,0.4711,0.4524,0.4527,0.4496,0.4529,0.4685,0.4733,0.4767,0.4669,0.4513,0.444,0.4347,0.4533,0.4572,0.4282,0.4865,0.4921,0.4967,0.4553,0.4683,0.4667,0.487,0.4719,0.4708,0.4578,0.4587,0.4696,0.4971,0.4883,0.4888,0.5773,0.5668,0.5738,0.5221,0.5226,0.475,0.4362,0.4398,0.4165,0.4755,0.4889,0.4682,0.5312,0.5148,0.5137,0.4175,0.4184,0.416,0.4848,0.4863,0.4781,0.5086,0.4855,0.4672,0.4468,0.4292,0.4381,0.4098,0.413,0.3788
"Areas of Expertise â¢ Oracle Databases 12c, 11g, 10g â¢ Weblogic 12c, 11g â¢ Grid Infrastructure ...",0.6148,0.5635,0.5596,0.5431,0.5688,0.4782,0.4836,0.5736,0.5027,0.5931,0.5845,0.58,0.5151,0.5188,0.5213,0.5425,0.5283,0.525,0.5085,0.5201,0.5147,0.5408,0.5442,0.5258,0.4682,0.4845,0.4559,0.5066,0.508,0.4839,0.5468,0.5382,0.5394,0.4837,0.5031,0.4887,0.5673,0.5542,0.5481,0.4475,0.4521,0.434,0.55,0.5439,0.5413,0.6408,0.6326,0.6345,0.6022,0.6064,0.5688,0.5159,0.5101,0.4915,0.55,0.556,0.541,0.564,0.5599,0.5463,0.5308,0.537,0.5162,0.5865,0.5981,0.5699,0.5805,0.5804,0.5566,0.5202,0.5281,0.498,0.4945,0.481,0.446
"Education Details 
May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharash...",0.5388,0.4629,0.5469,0.4796,0.4911,0.4087,0.4326,0.5104,0.4961,0.5718,0.564,0.5723,0.4608,0.4612,0.4646,0.5131,0.4955,0.5036,0.4728,0.4745,0.4742,0.5079,0.5073,0.5015,0.4503,0.4518,0.4391,0.4902,0.4833,0.471,0.4803,0.483,0.4836,0.4412,0.4508,0.4433,0.5248,0.5161,0.516,0.4431,0.4471,0.4474,0.4914,0.4854,0.4865,0.6129,0.6046,0.6123,0.577,0.5745,0.5509,0.4552,0.4489,0.432,0.4616,0.4709,0.4629,0.518,0.5074,0.5057,0.4717,0.4764,0.4647,0.5108,0.5224,0.5089,0.5287,0.5252,0.5024,0.4906,0.4789,0.4721,0.436,0.4366,0.4134
"TECHNICAL SKILLS â¢ SQL â¢ Oracle v10, v11, v12 â¢ R programming, Python, linear regression, mach...",0.4549,0.3797,0.4682,0.388,0.4278,0.3475,0.444,0.4994,0.463,0.5049,0.496,0.5002,0.4651,0.464,0.4698,0.4767,0.4557,0.4711,0.4404,0.4346,0.4429,0.4676,0.4665,0.461,0.4673,0.468,0.452,0.4494,0.4528,0.4394,0.4651,0.4633,0.4861,0.4352,0.4372,0.4362,0.4889,0.4748,0.4915,0.4418,0.4444,0.4648,0.5073,0.5078,0.5204,0.566,0.5527,0.5629,0.5569,0.5634,0.5391,0.4434,0.4343,0.429,0.4551,0.4639,0.472,0.4901,0.4764,0.4894,0.3652,0.3716,0.3706,0.4719,0.4802,0.491,0.5099,0.4963,0.4961,0.4567,0.4488,0.4556,0.4257,0.4177,0.4071
"TECHNICAL EXPERTISE â¢ DB Languages: SQL â¢ Database Tools: SQL Server 2014/ 2017 Postgresql 9.5, ...",0.4706,0.4184,0.4708,0.3525,0.4058,0.3191,0.384,0.393,0.4118,0.5006,0.4738,0.462,0.4191,0.4116,0.4083,0.4373,0.4262,0.4136,0.4301,0.4115,0.4067,0.424,0.4272,0.4079,0.3754,0.3958,0.3621,0.4386,0.4368,0.4088,0.4232,0.4154,0.4076,0.3881,0.3952,0.3871,0.4948,0.4882,0.4925,0.3925,0.4006,0.3728,0.4413,0.4666,0.4564,0.581,0.5759,0.544,0.5473,0.5639,0.5068,0.4223,0.4028,0.3853,0.41,0.4227,0.4153,0.4505,0.4572,0.4474,0.3876,0.3936,0.3657,0.467,0.4818,0.4579,0.4681,0.4713,0.4594,0.4424,0.4555,0.4113,0.4249,0.4077,0.368
Technical Expertise Operating Systems Microsoft Window Server 2003/2008/2008 R2/2012 Database Techno...,0.5722,0.4703,0.5005,0.497,0.496,0.4457,0.4568,0.5064,0.4431,0.612,0.6053,0.576,0.5107,0.5106,0.511,0.5152,0.4985,0.4886,0.5061,0.4867,0.5054,0.5139,0.5157,0.5011,0.4592,0.451,0.4348,0.4889,0.4953,0.449,0.4952,0.5038,0.4995,0.4711,0.4803,0.4767,0.5541,0.5463,0.5439,0.4635,0.4654,0.4678,0.5112,0.5273,0.5179,0.651,0.6424,0.615,0.5798,0.5859,0.5145,0.4615,0.4579,0.4369,0.5208,0.5341,0.511,0.5655,0.5568,0.5607,0.5012,0.5026,0.4769,0.5278,0.534,0.5215,0.5689,0.5509,0.5349,0.5197,0.4993,0.4963,0.4558,0.4563,0.4089
"TECHNICAL SKILLS Operating Systems MS Windows Server 2012/2008/XP Software and Tools MS LiteSpeed, I...",0.5135,0.4386,0.4649,0.4864,0.5003,0.4136,0.3926,0.4912,0.4142,0.5513,0.5549,0.5453,0.502,0.5133,0.511,0.5327,0.518,0.5188,0.468,0.4843,0.4776,0.53,0.5451,0.5298,0.469,0.4772,0.4608,0.4882,0.4829,0.4585,0.4412,0.444,0.4471,0.4601,0.4843,0.4735,0.5265,0.5115,0.5067,0.4769,0.4809,0.4827,0.5276,0.5113,0.5155,0.59,0.5849,0.5959,0.5538,0.5524,0.5137,0.452,0.4591,0.4249,0.512,0.5159,0.5054,0.576,0.5627,0.5604,0.4498,0.4541,0.4484,0.5159,0.5213,0.5044,0.5441,0.5375,0.5164,0.5025,0.4903,0.485,0.467,0.4602,0.4256
"SKILLSET Oracle DBA, MySQL, MARIADB, PostgreSQL Database Administration ITSKILLS SQL Oracle 10g, 11g...",0.573,0.436,0.5188,0.4138,0.4341,0.3624,0.4607,0.4349,0.4355,0.4905,0.4957,0.4843,0.393,0.3978,0.4012,0.4708,0.4617,0.4552,0.4015,0.394,0.4125,0.4338,0.4262,0.429,0.3851,0.3932,0.3749,0.4302,0.4304,0.4032,0.4343,0.4363,0.4324,0.4062,0.4037,0.4148,0.472,0.4807,0.4669,0.39,0.3949,0.3878,0.4336,0.4427,0.4366,0.5791,0.5729,0.564,0.5296,0.5223,0.4897,0.4199,0.3987,0.3943,0.4311,0.4384,0.4215,0.4261,0.437,0.4206,0.4394,0.4423,0.4169,0.4633,0.4756,0.4437,0.4823,0.4803,0.4426,0.4394,0.4362,0.4158,0.4077,0.407,0.3688
"Education Details 
January 2016 BSc.  Mumbai, Maharashtra Mumbai University
January 2013 H.S.C.   ...",0.5,0.3406,0.4362,0.3558,0.3608,0.3115,0.3634,0.3701,0.4007,0.4664,0.4963,0.4932,0.4002,0.4302,0.4258,0.4223,0.4275,0.4239,0.4266,0.4184,0.4596,0.4178,0.4033,0.4125,0.3917,0.3785,0.3809,0.3763,0.3987,0.3775,0.4131,0.4526,0.4532,0.4401,0.4285,0.4498,0.3636,0.3886,0.3791,0.3843,0.3993,0.4298,0.3913,0.4121,0.4119,0.5127,0.5159,0.5126,0.4769,0.4639,0.4584,0.3925,0.4037,0.4163,0.4278,0.4526,0.4259,0.3727,0.3808,0.3804,0.3974,0.4155,0.3791,0.4081,0.4276,0.4287,0.4488,0.4465,0.4107,0.4103,0.3807,0.4139,0.3243,0.3601,0.3399
"TECHNICAL SKILL: Operating System LINUX, Windows Server 2012 R2, Windows 98, Windows 2000/ XP Tools ...",0.4714,0.4336,0.4653,0.4285,0.4318,0.3695,0.367,0.4762,0.4277,0.517,0.5127,0.5001,0.4365,0.4419,0.4444,0.4397,0.4255,0.4206,0.4504,0.4572,0.4585,0.4317,0.444,0.4222,0.3963,0.402,0.3815,0.432,0.4347,0.4013,0.445,0.4411,0.444,0.4442,0.463,0.455,0.4975,0.4839,0.4808,0.421,0.4249,0.4114,0.4575,0.4515,0.4498,0.5378,0.5287,0.5328,0.5691,0.561,0.5269,0.4682,0.4611,0.4409,0.4267,0.4358,0.4222,0.4719,0.4698,0.4576,0.426,0.4326,0.4165,0.4772,0.4891,0.4612,0.4899,0.4777,0.4593,0.4429,0.4472,0.4247,0.4243,0.411,0.3807
"Technical Skills Databases: Oracle RDBMS- 10g, 11g & 12c Technology/utilities: Data Pump, RMAN, Data...",0.5133,0.4488,0.4634,0.437,0.447,0.3825,0.4398,0.4742,0.438,0.5379,0.5116,0.4959,0.4123,0.4009,0.4088,0.4632,0.4435,0.4353,0.4343,0.428,0.4274,0.4424,0.4494,0.4229,0.3639,0.3722,0.3515,0.4092,0.4112,0.3797,0.4421,0.4351,0.4293,0.3995,0.4166,0.4003,0.4931,0.4732,0.4802,0.4044,0.4049,0.3857,0.4427,0.4493,0.4406,0.5932,0.5844,0.5663,0.5629,0.5626,0.5132,0.4167,0.4121,0.3926,0.4098,0.4186,0.4101,0.4795,0.4711,0.47,0.4227,0.4257,0.4058,0.4631,0.473,0.4519,0.4795,0.4709,0.4603,0.425,0.4329,0.4004,0.3942,0.3806,0.3423
"Software Skills: * RDBMS: MS SQL SERVER 2000/2005/2008 & 2012, 2014 * Operating Systems: WINDOWS XP/...",0.4897,0.3733,0.4463,0.3951,0.421,0.3705,0.3858,0.4145,0.3748,0.5365,0.5423,0.5235,0.4617,0.4745,0.4775,0.4711,0.4524,0.4527,0.4496,0.4529,0.4685,0.4733,0.4767,0.4669,0.4513,0.444,0.4347,0.4533,0.4572,0.4282,0.4865,0.4921,0.4967,0.4553,0.4683,0.4667,0.487,0.4719,0.4708,0.4578,0.4587,0.4696,0.4971,0.4883,0.4888,0.5773,0.5668,0.5738,0.5221,0.5226,0.475,0.4362,0.4398,0.4165,0.4755,0.4889,0.4682,0.5312,0.5148,0.5137,0.4175,0.4184,0.416,0.4848,0.4863,0.4781,0.5086,0.4855,0.4672,0.4468,0.4292,0.4381,0.4098,0.413,0.3788
"Areas of Expertise â¢ Oracle Databases 12c, 11g, 10g â¢ Weblogic 12c, 11g â¢ Grid Infrastructure ...",0.6148,0.5635,0.5596,0.5431,0.5688,0.4782,0.4836,0.5736,0.5027,0.5931,0.5845,0.58,0.5151,0.5188,0.5213,0.5425,0.5283,0.525,0.5085,0.5201,0.5147,0.5408,0.5442,0.5258,0.4682,0.4845,0.4559,0.5066,0.508,0.4839,0.5468,0.5382,0.5394,0.4837,0.5031,0.4887,0.5673,0.5542,0.5481,0.4475,0.4521,0.434,0.55,0.5439,0.5413,0.6408,0.6326,0.6345,0.6022,0.6064,0.5688,0.5159,0.5101,0.4915,0.55,0.556,0.541,0.564,0.5599,0.5463,0.5308,0.537,0.5162,0.5865,0.5981,0.5699,0.5805,0.5804,0.5566,0.5202,0.5281,0.498,0.4945,0.481,0.446
"Education Details 
May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharash...",0.5388,0.4629,0.5469,0.4796,0.4911,0.4087,0.4326,0.5104,0.4961,0.5718,0.564,0.5723,0.4608,0.4612,0.4646,0.5131,0.4955,0.5036,0.4728,0.4745,0.4742,0.5079,0.5073,0.5015,0.4503,0.4518,0.4391,0.4902,0.4833,0.471,0.4803,0.483,0.4836,0.4412,0.4508,0.4433,0.5248,0.5161,0.516,0.4431,0.4471,0.4474,0.4914,0.4854,0.4865,0.6129,0.6046,0.6123,0.577,0.5745,0.5509,0.4552,0.4489,0.432,0.4616,0.4709,0.4629,0.518,0.5074,0.5057,0.4717,0.4764,0.4647,0.5108,0.5224,0.5089,0.5287,0.5252,0.5024,0.4906,0.4789,0.4721,0.436,0.4366,0.4134
"TECHNICAL SKILLS â¢ SQL â¢ Oracle v10, v11, v12 â¢ R programming, Python, linear regression, mach...",0.4549,0.3797,0.4682,0.388,0.4278,0.3475,0.444,0.4994,0.463,0.5049,0.496,0.5002,0.4651,0.464,0.4698,0.4767,0.4557,0.4711,0.4404,0.4346,0.4429,0.4676,0.4665,0.461,0.4673,0.468,0.452,0.4494,0.4528,0.4394,0.4651,0.4633,0.4861,0.4352,0.4372,0.4362,0.4889,0.4748,0.4915,0.4418,0.4444,0.4648,0.5073,0.5078,0.5204,0.566,0.5527,0.5629,0.5569,0.5634,0.5391,0.4434,0.4343,0.429,0.4551,0.4639,0.472,0.4901,0.4764,0.4894,0.3652,0.3716,0.3706,0.4719,0.4802,0.491,0.5099,0.4963,0.4961,0.4567,0.4488,0.4556,0.4257,0.4177,0.4071
"Education Details 

Hadoop Developer 

Hadoop Developer - INFOSYS
Skill Details 
Company Detai...",0.4614,0.3614,0.3585,0.4545,0.4135,0.3338,0.3847,0.4358,0.3425,0.3265,0.3215,0.3331,0.2794,0.2837,0.2873,0.3269,0.3287,0.3345,0.2943,0.342,0.3113,0.3262,0.3629,0.3425,0.2768,0.3009,0.2922,0.3014,0.2989,0.2968,0.3357,0.3516,0.3481,0.2946,0.3449,0.3295,0.3659,0.3629,0.3508,0.2898,0.3035,0.3098,0.3515,0.3275,0.3345,0.3986,0.3973,0.4335,0.4146,0.4461,0.4122,0.3235,0.356,0.3212,0.3061,0.3097,0.3101,0.3252,0.3146,0.3116,0.6228,0.6305,0.6282,0.3155,0.3384,0.3298,0.3257,0.3574,0.3366,0.2704,0.2835,0.2683,0.2685,0.2785,0.2553
"Skill Set: Hadoop, Map Reduce, HDFS, Hive, Sqoop, java. Duration: 2016 to 2017. Role: Hadoop Develop...",0.5446,0.4761,0.4604,0.512,0.4941,0.4438,0.4212,0.5581,0.4096,0.4612,0.4465,0.4523,0.3865,0.3767,0.3854,0.4056,0.3914,0.3949,0.3914,0.4256,0.3939,0.4228,0.4586,0.4208,0.3666,0.3789,0.3622,0.4205,0.4126,0.4026,0.4333,0.4371,0.4328,0.3861,0.4275,0.3992,0.4679,0.4417,0.4355,0.3761,0.3745,0.3767,0.4975,0.4632,0.4655,0.5082,0.4945,0.526,0.5084,0.5321,0.4818,0.4068,0.4271,0.3893,0.4384,0.4333,0.432,0.478,0.4497,0.447,0.662,0.661,0.6612,0.4288,0.4394,0.4314,0.4478,0.4524,0.4371,0.4018,0.4,0.384,0.3824,0.3807,0.3501
"â¢ Operating systems:-Linux- Ubuntu, Windows 2007/08 â¢ Other tools:- Tableau, SVN, Beyond Compare...",0.4312,0.3289,0.3059,0.3905,0.3686,0.3007,0.3139,0.4084,0.3138,0.3549,0.3581,0.3359,0.3029,0.3142,0.3172,0.3067,0.3013,0.2951,0.3207,0.3499,0.3417,0.2911,0.3272,0.2952,0.2758,0.2805,0.2683,0.3488,0.3564,0.3199,0.3385,0.35,0.3512,0.3226,0.3687,0.3521,0.3527,0.3374,0.3283,0.3871,0.3908,0.3977,0.3344,0.3084,0.3084,0.3901,0.3857,0.407,0.4409,0.4454,0.4017,0.3211,0.344,0.307,0.3084,0.3173,0.3019,0.3418,0.3209,0.3174,0.4589,0.4652,0.4617,0.3233,0.332,0.319,0.3577,0.3548,0.3313,0.3001,0.296,0.2954,0.2693,0.2721,0.2409
"Areas of expertise â¢ Big Data Ecosystems: Hadoop-HDFS, MapReduce, Hive, Pig, Sqoop, HBase Oozie, S...",0.5367,0.4323,0.4632,0.4982,0.501,0.4078,0.4689,0.5134,0.4521,0.466,0.456,0.4681,0.4464,0.4485,0.4526,0.4581,0.4443,0.4537,0.433,0.4623,0.4416,0.4456,0.4635,0.4502,0.4187,0.4319,0.4229,0.446,0.4388,0.4322,0.482,0.4908,0.4921,0.4147,0.4483,0.4399,0.4961,0.4893,0.4801,0.4251,0.4289,0.4424,0.4915,0.4689,0.4774,0.5556,0.5448,0.5749,0.5675,0.5842,0.5548,0.4466,0.4656,0.4403,0.4549,0.4524,0.4554,0.4856,0.4662,0.4669,0.5497,0.5585,0.5522,0.4363,0.4577,0.449,0.4813,0.4965,0.4707,0.4508,0.4419,0.4344,0.4326,0.4396,0.4113
"Technical Skill Set: Programming Languages Apache Hadoop, Python, shell scripting, SQL Technologies ...",0.5611,0.4892,0.4852,0.5669,0.5435,0.4618,0.5094,0.5913,0.5136,0.4981,0.4906,0.5088,0.4301,0.4328,0.4358,0.4571,0.4473,0.4628,0.4288,0.4693,0.4391,0.4795,0.5073,0.485,0.4064,0.4219,0.4102,0.4308,0.4298,0.4307,0.4442,0.4566,0.4629,0.4166,0.459,0.4315,0.5114,0.4984,0.4974,0.3876,0.3964,0.418,0.5149,0.49,0.5005,0.5462,0.5399,0.5752,0.5639,0.5851,0.5607,0.4458,0.4797,0.4499,0.4498,0.4516,0.4615,0.4852,0.4643,0.4733,0.6527,0.6612,0.6633,0.4625,0.485,0.4906,0.4836,0.4989,0.4911,0.4305,0.426,0.4269,0.4299,0.4417,0.4258
"Technical Skills Programming Languages: C, C++, Java, .Net., J2EE, HTML5, CSS, MapReduce Scripting L...",0.5641,0.5038,0.5464,0.5406,0.5177,0.459,0.482,0.6119,0.5119,0.4939,0.4835,0.4927,0.494,0.4857,0.4952,0.4617,0.4399,0.451,0.4552,0.4853,0.4595,0.4721,0.4999,0.4764,0.4344,0.4465,0.4297,0.4334,0.4225,0.4124,0.4945,0.4909,0.4944,0.4462,0.4851,0.4667,0.518,0.4929,0.4867,0.4147,0.4103,0.4153,0.5128,0.472,0.4822,0.5511,0.5335,0.5723,0.5834,0.5957,0.5559,0.4802,0.4919,0.4554,0.5279,0.5166,0.5175,0.545,0.5173,0.516,0.6653,0.6619,0.6661,0.4725,0.4807,0.4716,0.4994,0.5016,0.4806,0.452,0.4469,0.432,0.4447,0.4383,0.4043
"Technical Skill Set Big Data Ecosystems: Hadoop, HDFS, HBase, Map Reduce, Sqoop, Hive, Pig, Spark-Co...",0.4545,0.3677,0.3757,0.4329,0.3889,0.3411,0.37,0.4287,0.3533,0.3655,0.3666,0.3809,0.3228,0.3301,0.3354,0.3538,0.3446,0.3544,0.332,0.3717,0.3551,0.3517,0.3696,0.3578,0.3547,0.3665,0.3625,0.3617,0.3522,0.3506,0.4008,0.4177,0.4169,0.3492,0.3773,0.3744,0.422,0.4191,0.4036,0.3609,0.3637,0.375,0.4201,0.3921,0.401,0.4475,0.4395,0.4779,0.4654,0.4802,0.4582,0.3641,0.3851,0.3662,0.3671,0.3613,0.3612,0.379,0.3632,0.3599,0.5652,0.5727,0.5647,0.3687,0.3857,0.3732,0.3855,0.4035,0.375,0.3425,0.3344,0.3299,0.3258,0.337,0.3161
"Education Details 

Hadoop Developer 

Hadoop Developer - INFOSYS
Skill Details 
Company Detai...",0.4614,0.3614,0.3585,0.4545,0.4135,0.3338,0.3847,0.4358,0.3425,0.3265,0.3215,0.3331,0.2794,0.2837,0.2873,0.3269,0.3287,0.3345,0.2943,0.342,0.3113,0.3262,0.3629,0.3425,0.2768,0.3009,0.2922,0.3014,0.2989,0.2968,0.3357,0.3516,0.3481,0.2946,0.3449,0.3295,0.3659,0.3629,0.3508,0.2898,0.3035,0.3098,0.3515,0.3275,0.3345,0.3986,0.3973,0.4335,0.4146,0.4461,0.4122,0.3235,0.356,0.3212,0.3061,0.3097,0.3101,0.3252,0.3146,0.3116,0.6228,0.6305,0.6282,0.3155,0.3384,0.3298,0.3257,0.3574,0.3366,0.2704,0.2835,0.2683,0.2685,0.2785,0.2553
"Skill Set: Hadoop, Map Reduce, HDFS, Hive, Sqoop, java. Duration: 2016 to 2017. Role: Hadoop Develop...",0.5446,0.4761,0.4604,0.512,0.4941,0.4438,0.4212,0.5581,0.4096,0.4612,0.4465,0.4523,0.3865,0.3767,0.3854,0.4056,0.3914,0.3949,0.3914,0.4256,0.3939,0.4228,0.4586,0.4208,0.3666,0.3789,0.3622,0.4205,0.4126,0.4026,0.4333,0.4371,0.4328,0.3861,0.4275,0.3992,0.4679,0.4417,0.4355,0.3761,0.3745,0.3767,0.4975,0.4632,0.4655,0.5082,0.4945,0.526,0.5084,0.5321,0.4818,0.4068,0.4271,0.3893,0.4384,0.4333,0.432,0.478,0.4497,0.447,0.662,0.661,0.6612,0.4288,0.4394,0.4314,0.4478,0.4524,0.4371,0.4018,0.4,0.384,0.3824,0.3807,0.3501
